Ground truth,Model Predictions
2.772,2.41043758392334
2.495,1.178492546081543
0.963,1.1428431272506714
5.8,1.3639774322509766
7.67,2.8014636039733887
13.827,4.470147132873535
14.405,6.982856750488281
10.673,7.639858245849609
0.3480000000000003,6.165654182434082
5.806,2.1059048175811768
8.264999999999999,1.589790940284729
7.838999999999999,2.1133522987365723
7.335,2.5559136867523193
5.086,3.2338316440582275
2.039,3.232992172241211
0.7149999999999999,2.8303163051605225
5.424,2.321585178375244
8.272,2.5885143280029297
12.186,2.96535325050354
14.585,5.154952049255371
15.092,6.6308393478393555
14.148,6.663877487182617
13.322,5.9513397216796875
8.962,4.874205112457275
5.353,3.037421703338623
0.5589999999999997,1.5566126108169556
1.574,1.0646990537643433
-1.2489999999999997,1.2874231338500977
3.677,1.580082893371582
11.61,2.72540545463562
11.936,5.583369255065918
14.388,6.883784770965576
14.681,7.27378511428833
13.556,6.572267532348633
11.129,5.186636924743652
9.582,3.7537498474121094
6.1610000000000005,2.810615062713623
4.587,1.645331859588623
1.067,1.5099494457244873
-0.1080000000000001,1.6489936113357544
3.607,1.6738958358764648
9.263,2.6501975059509277
12.880999999999998,4.784292221069336
15.38,6.625805854797363
14.397,7.400226593017578
13.515,6.821257591247559
11.773,5.534075736999512
9.97,4.310183525085449
5.957999999999998,2.969191312789917
2.564,1.6545746326446533
3.887,1.2173737287521362
5.666,1.7406437397003174
4.192,2.96986722946167
10.042,3.422682285308838
14.163999999999998,5.178639888763428
14.547,6.903478145599365
13.906,7.272162914276123
13.437,6.596625328063965
12.652,5.264232635498047
7.3119999999999985,4.181387901306152
4.225,2.7601113319396973
2.165,1.4553838968276978
-0.27600000000000025,1.1535087823867798
3.7039999999999997,1.4023478031158447
4.529,2.402512550354004
8.245999999999999,3.3189051151275635
13.039,4.807323455810547
17.115,6.577910423278809
17.61,7.57642126083374
17.91,6.840699195861816
14.852,5.883929252624512
6.4819999999999975,4.725795269012451
4.032,2.3949131965637207
1.0210000000000004,1.1823201179504395
-1.5029999999999997,0.9167603850364685
0.8059999999999999,1.0785046815872192
3.765,1.7254079580307007
7.209999999999999,3.0026698112487793
9.715,4.603199005126953
13.139,5.914834022521973
13.847,6.630553245544434
11.818,5.949845314025879
10.027999999999999,4.915931701660156
1.8939999999999992,3.60111927986145
6.955,1.447098970413208
3.2489999999999997,1.5368220806121826
5.0139999999999985,1.4194684028625488
4.082,2.150052547454834
4.52,2.7493338584899902
5.983,3.443706512451172
10.189,3.9337615966796875
13.512,5.137384414672852
12.526,5.9678239822387695
14.587,5.315529823303223
12.626,5.9150285720825195
8.267000000000001,4.865937232971191
4.268000000000002,3.5144548416137695
0.2469999999999999,1.6448299884796143
-0.8109999999999999,1.011689305305481
2.436,1.0473240613937378
1.864,1.788565754890442
7.435999999999999,2.5734190940856934
10.661,4.169895648956299
11.945,5.905269145965576
12.887,6.363247871398926
13.917,5.920520782470703
11.197,5.265837669372559
6.7010000000000005,4.062904357910156
5.436,2.483783721923828
2.553,1.6017041206359863
0.6000000000000001,1.1817320585250854
2.735,1.3238835334777832
5.976,1.9956251382827759
7.3210000000000015,3.3764309883117676
13.450999999999999,4.587691307067871
16.820999999999998,6.593456268310547
19.021,7.382256507873535
15.331,6.869802951812744
12.534999999999998,5.913447380065918
7.2269999999999985,4.3507280349731445
5.089,2.3173017501831055
-0.8370000000000002,1.3206050395965576
6.8660000000000005,0.937894880771637
4.801,1.8947181701660156
3.5280000000000005,3.1815853118896484
9.019,3.4950270652770996
10.880999999999998,5.083957672119141
13.499,6.047641754150391
14.72,6.557411193847656
13.992,6.335012435913086
10.325999999999999,5.416970252990723
6.1560000000000015,3.915663480758667
6.367000000000001,2.742141008377075
3.123,1.7365732192993164
1.3690000000000002,1.3091307878494263
0.7709999999999999,1.5157400369644165
1.5760000000000003,1.8503127098083496
7.870999999999999,2.49538516998291
10.700999999999999,4.3143463134765625
12.270999999999999,5.8246917724609375
16.391,6.162686347961426
14.126,6.451891899108887
11.378,6.010789394378662
5.535,4.431231498718262
4.588,2.190619468688965
3.384,1.2492923736572266
1.741,1.1381537914276123
6.162000000000001,1.4377202987670898
5.521,2.8569393157958984
7.879999999999999,3.8230223655700684
11.175,5.023475646972656
11.722999999999999,5.9554009437561035
12.507,5.944352149963379
12.282,5.261212348937988
10.696,4.946778774261475
10.011,4.038931369781494
5.791,3.392582893371582
5.315,2.441974401473999
3.78,1.8607006072998047
3.832,1.888648509979248
6.859,2.37178373336792
9.013,3.524685859680176
10.734000000000002,4.875903129577637
10.832999999999998,5.764412879943848
13.953,5.790375232696533
13.12,6.107641220092773
10.993,5.430632591247559
7.904,4.559736728668213
5.603,2.962833881378174
2.399,1.9084722995758057
-0.7930000000000001,1.4291893243789673
4.896,1.287881851196289
6.062,2.2398605346679688
8.007,3.489020347595215
11.228,4.92283821105957
13.652999999999999,5.977886199951172
13.555,6.5376386642456055
13.758,6.116886138916016
12.25,5.474587440490723
8.465,4.3016557693481445
7.4540000000000015,2.8626933097839355
2.333,2.354790210723877
-0.6430000000000002,1.387909173965454
3.932,1.2114830017089844
7.022,2.026185989379883
6.278,3.740626335144043
10.193,4.432954788208008
14.112,5.60433292388916
13.361,6.633613109588623
14.597,6.345940589904785
11.675,5.999829292297363
9.027,4.371551513671875
7.915,2.970355272293091
1.189,2.470120668411255
-2.08,1.3241198062896729
0.5060000000000002,1.0126266479492188
2.446,1.4561339616775513
6.92,2.4185895919799805
9.066,3.976729154586792
12.489999999999998,5.383015155792236
13.875,6.229571342468262
12.352,6.466346263885498
10.824000000000002,5.6637654304504395
7.728999999999999,3.9010114669799805
4.581,2.5735254287719727
2.667,1.5244276523590088
2.305,1.179306983947754
2.164,1.4151360988616943
4.57,1.9278541803359985
8.966999999999997,3.0993287563323975
12.873,4.885164737701416
15.142,6.439741611480713
14.461,7.163275718688965
13.494000000000002,6.488594055175781
11.25,5.266584396362305
5.296999999999999,4.0231451988220215
2.79,1.9785287380218506
-0.9780000000000002,1.075927734375
1.974,0.9424598217010498
4.105,1.474697470664978
1.612,2.7027499675750732
