Ground truth,Model Predictions,Linear Reg
72.33000200000002,1.772696614265442,72.09337615966797
71.790001,1.7756086587905884,72.20050048828125
70.730003,1.7736116647720337,72.12703704833984
72.120003,1.7610732316970825,71.66578674316406
72.010002,1.7677720785140991,71.91221618652344
71.75,1.771999478340149,72.06773376464844
71.66999799999998,1.7691372632980347,71.96244049072266
69.360001,1.7681397199630737,71.92574310302734
68.699997,1.7425920963287354,70.98592376708984
67.980003,1.7190907001495361,70.12138366699219
67.389999,1.7050025463104248,69.60311889648438
67.459999,1.6886268854141235,69.00071716308594
68.230003,1.680625081062317,68.70635223388672
68.449997,1.6872278451919556,68.94924926757812
68.220001,1.6868562698364258,68.93557739257812
68.870003,1.6822943687438965,68.76776123046875
68.889999,1.6852762699127197,68.87745666503906
68.730003,1.6833362579345703,68.80609130859375
68.339996,1.6815016269683838,68.73860168457031
69.190002,1.677050232887268,68.57484436035156
69.360001,1.68386709690094,68.82562255859375
69.589996,1.6899389028549194,69.04898071289062
69.83000200000001,1.6978071928024292,69.33842468261719
69.989998,1.703341007232666,69.54199981689453
70.019997,1.7074469327926636,69.69304656982422
69.300003,1.7102378606796265,69.79571533203125
69.449997,1.7051458358764648,69.6083984375
69.629997,1.70378577709198,69.55836486816406
69.160004,1.7059595584869385,69.6383285522461
69.779999,1.704163908958435,69.57227325439453
69.790001,1.7093093395233154,69.76155853271484
71.099998,1.7128069400787354,69.89022827148438
71.389999,1.7270983457565308,70.41595458984375
71.230003,1.7377357482910156,70.8072738647461
70.489998,1.741001009941101,70.9273910522461
71.41999799999998,1.732285737991333,70.6067886352539
71.389999,1.7406104803085327,70.91302490234375
69.190002,1.7452365159988403,71.08320617675781
68.540001,1.725464105606079,70.3558349609375
69.370003,1.709018588066101,69.75086212158203
70.120003,1.710934042930603,69.82131958007812
70.83000200000002,1.7212244272232056,70.19987487792969
71.230003,1.7344871759414673,70.68777465820312
71.190002,1.743778109550476,71.02955627441406
71.370003,1.742098331451416,70.96775817871094
70.43,1.7445313930511475,71.05726623535156
70.66999799999998,1.736646294593811,70.76719665527344
70.879997,1.7327773571014404,70.62487030029297
69.940002,1.7365432977676392,70.76341247558594
70.360001,1.731106162071228,70.56339263916016
70.599998,1.7325276136398315,70.61568450927734
70.339996,1.737562894821167,70.80091857910156
70.08000200000001,1.7349194288253784,70.70367431640625
71.66999799999998,1.7305271625518799,70.54209899902344
71.800003,1.746230125427246,71.11975860595703
71.339996,1.752331018447876,71.34419250488281
71.08000200000002,1.7519620656967163,71.33061981201172
70.980003,1.7488950490951538,71.21778869628906
71.58000200000002,1.7450534105300903,71.07646942138672
71.82,1.750625729560852,71.28145599365234
71.239998,1.7590837478637695,71.59259796142578
69.589996,1.7563362121582031,71.49153137207031
69.540001,1.7361325025558472,70.74829864501953
69.699997,1.727789044380188,70.44136810302734
69.309998,1.724815011024475,70.33196258544922
69.260002,1.7195422649383545,70.13799285888672
69.120003,1.715978980064392,70.00691223144531
68.660004,1.7117619514465332,69.85177612304688
69.059998,1.7021228075027466,69.4971923828125
69.209999,1.7015184164047241,69.4749526977539
68.260002,1.7021692991256714,69.4989013671875
68.709999,1.688960313796997,69.01298522949219
68.230003,1.6881811618804932,68.98431396484375
68.529999,1.6834479570388794,68.81019592285156
67.970001,1.6823571920394897,68.77007293701172
67.129997,1.677083134651184,68.57605743408203
68.41999799999999,1.6651272773742676,68.13623809814453
68.110001,1.6707645654678345,68.34361267089844
67.620003,1.673630714416504,68.44905090332031
67.18,1.666803240776062,68.19789123535156
66.650002,1.6576563119888306,67.86140441894531
67.400002,1.6475744247436523,67.49052429199219
66.889999,1.649275541305542,67.5531005859375
66.730003,1.6482617855072021,67.51580810546875
65.660004,1.6421140432357788,67.28965759277344
66.41999799999999,1.6258745193481445,66.69225311279297
66.739998,1.6287908554077148,66.79953002929688
66.230003,1.6319044828414917,66.91407775878906
66.699997,1.6286303997039795,66.79363250732422
66.5,1.629074215888977,66.8099594116211
66.400002,1.6280105113983154,66.77082824707031
66.889999,1.6253758668899536,66.67390441894531
67.809998,1.6303164958953857,66.85565948486328
69.08000200000001,1.6432838439941406,67.33268737792969
68.019997,1.6607511043548584,67.97525024414062
67.769997,1.6611875295639038,67.99130249023438
68.660004,1.6566689014434814,67.82508087158203
68.690002,1.6638702154159546,68.08999633789062
68.870003,1.670967936515808,68.3510971069336
69.370003,1.6759415864944458,68.5340576171875
71.449997,1.6858735084533691,68.89942932128906
71.709999,1.7121623754501343,69.86651611328125
71.309998,1.729456901550293,70.50272369384766
72.389999,1.7357951402664185,70.73588562011719
71.739998,1.7464385032653809,71.12742614746094
70.93,1.7479623556137085,71.18347930908203
70.449997,1.7425203323364258,70.98328399658203
70.760002,1.7382954359054565,70.82786560058594
70.029999,1.740537405014038,70.91033935546875
69.879997,1.7341067790985107,70.67378234863281
69.870003,1.7336839437484741,70.65821838378906
69.800003,1.730696678161621,70.54833221435547
69.860001,1.7261446714401245,70.38087463378906
70.099998,1.725259780883789,70.34832763671875
69.949997,1.7261465787887573,70.38095092773438
70.720001,1.722557544708252,70.24891662597656
70.58000200000002,1.7289128303527832,70.48271179199219
70.440002,1.7315763235092163,70.5806884765625
69.889999,1.7293758392333984,70.49974060058594
69.980003,1.722810983657837,70.25823974609375
69.900002,1.7213486433029175,70.2044448852539
70.25,1.7196414470672607,70.14164733886719
69.860001,1.7244845628738403,70.31980895996094
69.610001,1.7223663330078125,70.24188232421875
69.660004,1.717695951461792,70.07007598876953
70.32,1.7161376476287842,70.01274871826172
70.739998,1.7222917079925537,70.2391357421875
71.589996,1.7295650243759155,70.50669860839844
72.08000200000002,1.7418372631072998,70.95816040039062
71.83000200000002,1.7526652812957764,71.35648345947266
72.010002,1.754812479019165,71.43547821044922
71.650002,1.7581628561019897,71.55872344970703
71.43,1.7568907737731934,71.51193237304688
72.900002,1.754712462425232,71.43179321289062
73.059998,1.7709003686904907,72.02729797363281
73.43,1.7832019329071045,72.4798355102539
73.440002,1.7917155027389526,72.79302215576172
73.150002,1.797090768814087,72.99076080322266
73.489998,1.796289324760437,72.9612808227539
73.889999,1.7978997230529785,73.02052307128906
74.07,1.8070213794708252,73.3560791015625
74.800003,1.8127787113189697,73.56787109375
74.940002,1.8239243030548096,73.9778823852539
74.779999,1.8338872194290161,74.3443832397461
75.050003,1.8349672555923462,74.38411712646484
75.43,1.8394784927368164,74.5500717163086
75.440002,1.847330093383789,74.83890533447266
75.18,1.850741982460022,74.96442413330078
75.230003,1.851723551750183,75.00052642822266
75.519997,1.853628158569336,75.07059478759766
75.760002,1.8576351404190063,75.2179946899414
76.339996,1.8638240098953247,75.44566345214844
76.5,1.8737397193908691,75.81043243408203
76.120003,1.880284070968628,76.05117797851562
76.720001,1.878779649734497,75.99584197998047
76.699997,1.8853224515914917,76.23652648925781
76.129997,1.8892823457717896,76.3822021484375
75.709999,1.8839638233184814,76.1865463256836
76.290001,1.878006100654602,75.9673843383789
75.110001,1.8832780122756958,76.16131591796875
75.120003,1.871588945388794,75.73131561279297
77.540001,1.8669021129608154,75.55889892578125
78.769997,1.8932315111160278,76.52747344970703
78.550003,1.9185564517974854,77.45909881591797
78.489998,1.9267826080322266,77.76171875
78.150002,1.9321801662445068,77.96027374267578
78.309998,1.928157925605774,77.81230926513672
78.129997,1.9270915985107422,77.77308654785156
78.150002,1.9305250644683838,77.8993911743164
78.599998,1.9331930875778198,77.9975357055664
79.809998,1.9407532215118408,78.27565002441406
79.620003,1.962688684463501,79.08258819580078
80.260002,1.9696213006973267,79.33761596679688
78.93,1.9800704717636108,79.72200775146484
79.150002,1.9687033891677856,79.30384826660156
78.93,1.9652185440063477,79.17565155029297
79.41999799999998,1.9623453617095947,79.06996154785156
79.239998,1.9690276384353638,79.31578063964844
79.519997,1.9694795608520508,79.33240509033203
79.900002,1.976159930229187,79.57815551757812
78.910004,1.9824070930480957,79.80796813964844
75.239998,1.9720699787139893,79.42769622802734
75.5,1.9218841791152954,77.5815200805664
75.540001,1.900884985923767,76.80902099609375
76.239998,1.8950306177139282,76.59365844726562
75.519997,1.8977519273757935,76.69377136230469
74.839996,1.8927916288375854,76.51129150390625
75.5,1.88078773021698,76.06970977783203
76.010002,1.8745981454849243,75.84201049804688
76.510002,1.8792078495025635,76.01158905029297
75.93,1.8849087953567505,76.2213134765625
75.68,1.8779278993606567,75.96450805664062
75.360001,1.8735718727111816,75.80426025390625
75.32,1.866364598274231,75.53913116455078
75.470001,1.864978551864624,75.4881362915039
75.33000200000002,1.8652853965759277,75.49942779541016
73.230003,1.864685297012329,75.47734832763672
73.470001,1.841384768486023,74.62020111083984
73.940002,1.8319453001022339,74.27294921875
75.050003,1.833456039428711,74.32852172851562
76.339996,1.8438682556152344,74.71155548095703
76.370003,1.8639813661575317,75.45145416259766
76.199997,1.874137043952942,75.8250503540039
75.870003,1.8718955516815186,75.74259185791016
76.019997,1.868477463722229,75.61685180664062
76.150002,1.869384765625,75.65023040771484
76.889999,1.870106816291809,75.67678833007812
78.519997,1.8841981887817383,76.1951675415039
78.900002,1.9102773666381836,77.154541015625
79.779999,1.9288219213485718,77.83673858642578
79.809998,1.948245882987976,78.55128479003906
79.989998,1.9579564332962036,78.90850067138672
80.5,1.9648338556289673,79.1614990234375
80.529999,1.9755429029464722,79.55545806884766
80.870003,1.9857674837112427,79.93158721923828
80.480003,1.995740294456482,80.29845428466797
81.279999,1.9993069171905518,80.42965698242188
81.589996,2.0123255252838135,80.9085693359375
81.610001,2.0217323303222656,81.2546157836914
80.660004,2.028348207473755,81.49799346923828
80.400002,2.019888401031494,81.18678283691406
80.699997,2.0138297080993652,80.96390533447266
80.769997,2.0139670372009277,80.96895599365234
80.980003,2.0160651206970215,81.046142578125
79.699997,2.020261526107788,81.20051574707031
79.309998,2.006585121154785,80.69740295410156
79.709999,1.9937220811843872,80.22421264648438
80.019997,1.992264986038208,80.17060852050781
79.959999,1.9954941272735596,80.28939819335938
78.339996,1.9946057796478271,80.25672149658203
78.629997,1.9749255180358887,79.53274536132812
78.029999,1.967280387878418,79.25150299072266
78.769997,1.955571174621582,78.82075500488281
78.540001,1.958811640739441,78.9399642944336
